발생년,주야,요일,사망자수,사상자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,경도,위도
2013,야간,목,1,1,충북,충주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,127.9154819,37.0103934
2013,주간,금,1,2,충북,충주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.852416,36.96502061
2013,주간,금,1,4,광주,광산구,차대차,기타,기타,운전자법규위반,신호위반,126.8150173,35.20240294
2013,야간,화,1,1,경기,용인시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,127.1090125,37.32931483
2013,주간,금,1,2,충북,영동군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.8118325,36.24381762
2013,주간,토,1,1,인천,연수구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,126.6502095,37.42783431
2013,야간,금,1,1,광주,북구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,126.9200548,35.17847763
2013,야간,수,1,1,경북,포항시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,129.5150828,35.9259641
2013,야간,월,1,1,울산,남구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,129.3063489,35.54245777
2013,야간,월,1,1,경남,합천군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,128.2082805,35.57239274
2013,주간,화,1,1,광주,남구,차대차,추돌,진행중 추돌,운전자법규위반,교차로 통행방법 위반,126.9098384,35.14556298
2013,야간,토,1,1,대구,중구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,128.6051105,35.87251092
2013,야간,수,1,1,경기,포천시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,127.1487499,37.82742648
2013,주간,월,1,1,전남,순천시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,127.3767162,34.95503902
2013,야간,목,1,1,경북,경주시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,129.4542447,35.68647059
2013,야간,화,1,1,충북,청주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,127.4952695,36.61695224
2013,주간,화,1,1,경북,봉화군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,128.8489322,36.92982997
2013,야간,목,1,1,강원,철원군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.4245434,38.20950391
2013,주간,화,2,2,인천,강화군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,126.4158526,37.76782012
2013,야간,월,1,1,인천,남동구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,126.7293846,37.44854932
2013,주간,목,1,1,경기,평택시,차대차,기타,기타,운전자법규위반,안전거리 미확보,126.9241798,36.97683056
2013,야간,토,1,1,대구,달성군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,128.5072236,35.77967079
2013,야간,토,1,1,충남,예산군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,126.8509416,36.74140919
2013,야간,수,1,1,광주,광산구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.8180303,35.1823302
2013,주간,목,1,1,대전,대덕구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,127.4214268,36.41864701
2013,주간,수,1,1,인천,남구,차대사람,횡단중,횡단중,운전자법규위반,기타(운전자법규위반),126.6710625,37.4687955
2013,주간,수,1,3,경남,합천군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,128.2478832,35.51008477
2013,주간,금,1,2,경북,영천시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,128.7263242,36.09040702
2013,야간,토,1,2,충북,청원군,차대차,기타,기타,운전자법규위반,신호위반,127.523285,36.69712903
2013,주간,월,1,1,경기,시흥시,차대차,기타,기타,운전자법규위반,안전거리 미확보,126.7738811,37.43587859
2013,야간,수,1,1,충남,당진시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,126.7459265,36.88494083
2013,야간,수,1,2,제주,서귀포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.6114082,33.26059389
2013,야간,목,1,1,충남,홍성군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,126.6613923,36.59775682
2013,야간,목,1,1,충남,당진시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,126.6754763,36.95791228
2013,야간,화,1,1,인천,남동구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,126.7321398,37.44334841
2013,야간,수,1,1,인천,부평구,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,126.6916693,37.50422594
2013,야간,수,1,2,충남,천안시,차대차,기타,기타,운전자법규위반,신호위반,127.168201,36.76454138
2013,야간,월,1,1,경기,안산시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,126.7639952,37.33474177
2013,주간,월,1,1,충남,부여군,차대차,기타,기타,운전자법규위반,중앙선 침범,126.8925711,36.27605696
2013,야간,수,2,3,대전,대덕구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,127.4141563,36.43677176
2013,주간,월,1,1,전남,해남군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,126.6478499,34.56758141
2013,주간,일,1,1,전남,진도군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,126.2617924,34.48134284
2013,야간,일,1,1,충북,충주시,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,127.9035202,36.93768841
2013,주간,일,1,1,충남,아산시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,127.0977871,36.77194162
2013,야간,화,1,1,서울,구로구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,126.8353079,37.49811806
2013,주간,수,1,1,충남,부여군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,교차로 통행방법 위반,126.7597567,36.21425667
2013,주간,목,1,1,대구,수성구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,128.6491802,35.87751573
2013,주간,수,1,3,충남,금산군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,127.414435,36.16163725
2013,주간,화,1,1,경기,수원시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,127.018943,37.25027351
2013,야간,화,1,1,전북,김제시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,126.7853244,35.75894567
2013,야간,화,1,1,부산,진구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,부당한 회전,129.0690618,35.17045264
2013,야간,수,1,1,부산,해운대구,차대사람,횡단중,횡단중,운전자법규위반,신호위반,129.1532653,35.23210093
2013,주간,월,1,1,경기,성남시,차대사람,횡단중,횡단중,운전자법규위반,신호위반,127.1280823,37.39470853
2013,주간,금,1,1,충북,충주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.8574257,37.07051865
2013,주간,금,1,2,충남,보령시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,직진 및 우회전차의 통행방해,126.60148,36.32973945
2013,주간,금,1,2,전남,여수시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.5774912,34.67552776
2013,주간,금,1,1,경기,김포시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.7003386,37.64902989
2013,야간,월,1,1,경북,영천시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,128.8885812,35.90329454
2013,주간,월,1,1,경남,거제시,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,128.6406741,34.95637284
2013,주간,월,1,1,경기,남양주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,127.3028208,37.6575964
2013,주간,월,1,1,서울,구로구,차대사람,횡단중,횡단중,운전자법규위반,신호위반,126.8742344,37.4996737
2013,주간,화,1,1,충남,부여군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,126.8666161,36.30102102
2012,야간,화,1,1,경기,의정부시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.0431658,37.73838379
2012,주간,화,1,3,충남,논산시,차대차,기타,기타,운전자법규위반,교차로 통행방법 위반,127.1035903,36.16936915
2012,주간,화,1,2,경기,남양주시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,127.1729203,37.61305184
2012,야간,일,1,1,전북,순창군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.1768584,35.38078586
2012,야간,월,1,2,충북,음성군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.6860485,36.93015115
2012,야간,일,1,1,충남,아산시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.0097556,36.82136326
2012,야간,금,1,11,강원,영월군,차대차,추돌,주정차중 추돌,운전자법규위반,과속,128.538174,37.18478427
2012,야간,토,1,1,전남,고흥군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.4631893,34.50839734
2012,야간,금,1,1,경기,하남시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,127.1833194,37.5494178
2012,야간,금,1,1,전남,목포시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,126.3694744,34.80646083
2012,야간,금,1,1,경기,오산시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.0463274,37.17767446
2012,야간,수,1,1,세종,세종,차대차,추돌,진행중 추돌,운전자법규위반,중앙선 침범,127.2911118,36.62474751
2012,야간,금,1,1,경기,성남시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.1371499,37.44012091
2012,야간,수,1,1,경기,이천시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,127.4810116,37.15858406
2012,야간,일,1,1,충남,아산시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,126.9489261,36.78392966
2012,주간,토,1,1,전남,구례군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.4570952,35.17046433
2012,야간,토,2,4,경북,포항시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,129.3491978,36.07205516
2012,야간,일,1,1,경북,경주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,129.2116655,35.86402843
2012,야간,토,1,2,경기,동두천시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,127.0573936,37.87428397
2012,주간,수,1,1,경기,화성시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,126.8552693,37.05047432
2012,주간,수,1,1,전북,남원시,차대사람,차도통행중,차도통행중,운전자법규위반,중앙선 침범,127.386156,35.41293067
2012,야간,수,1,1,충남,서산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.5187005,36.73629374
2012,야간,월,1,1,전북,전주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.1134231,35.83220743
2012,주간,월,1,1,부산,금정구,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,129.119258,35.23439098
2012,야간,일,1,1,광주,동구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.9315472,35.12585623
2012,야간,토,1,1,충남,논산시,차대차,정면충돌,정면충돌,운전자법규위반,직진 및 우회전차의 통행방해,127.2053077,36.18434018
2012,주간,토,2,8,강원,평창군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,중앙선 침범,128.4308373,37.60623762
2013,야간,금,1,2,광주,서구,차대차,기타,기타,운전자법규위반,보행자 보호의무 위반,126.8949095,35.15282923
2013,야간,수,1,2,충북,괴산군,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,127.7644586,36.6268458
2013,주간,수,1,2,충남,예산군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,126.8126387,36.76101727
2013,야간,목,1,4,경기,안산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.857514,37.30639406
2013,야간,수,1,1,울산,동구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,129.421285,35.50093364
2013,주간,금,1,1,제주,제주시,차대차,기타,기타,운전자법규위반,신호위반,126.1862082,33.34883081
2013,주간,화,1,1,광주,북구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,126.8856327,35.18634387
2013,주간,월,1,1,충남,금산군,차량단독,도로이탈,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,127.5067659,36.23183641
2013,야간,화,1,1,전북,전주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,127.1168079,35.79371025
2013,주간,목,1,1,경기,가평군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,127.3666118,37.79284946
2013,주간,목,2,9,경북,김천시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,중앙선 침범,128.0328288,35.99308769
2013,주간,수,1,1,서울,영등포구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.9198737,37.52285509
2013,주간,목,1,1,전북,정읍시,차대차,기타,기타,운전자법규위반,과속,126.926583,35.66605044
2013,주간,목,1,2,전남,화순군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,126.9486835,34.92937722
2013,주간,목,1,1,전북,정읍시,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,126.8795156,35.55017325
2013,주간,금,1,1,경기,안성시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.1693647,37.00434102
2013,주간,화,1,1,전북,고창군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,126.5967396,35.3506298
2013,주간,토,1,1,전남,해남군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,126.3292252,34.69011064
2013,야간,목,1,1,경북,상주시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,128.0249592,36.36755647
2013,야간,토,1,1,대구,수성구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,128.6122772,35.84079994
2013,주간,월,1,2,서울,노원구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,127.0752574,37.65774462
2013,야간,금,1,2,전북,군산시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,126.7414019,35.94351202
2013,주간,화,2,3,충남,당진시,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,126.7905037,36.77156061
2013,야간,일,1,1,경기,고양시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,126.8483405,37.72017144
2013,야간,목,1,1,경기,양평군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.7063077,37.55163621
2013,야간,월,1,1,전북,익산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.9911274,35.94931143
2013,야간,수,1,1,부산,북구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,부당한 회전,129.0151288,35.26393259
2013,야간,월,1,1,충남,당진시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,126.7699014,36.79238577
2013,주간,금,1,2,전남,영광군,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,126.3282639,35.22642367
2013,주간,금,1,1,전남,무안군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,126.4258073,34.86381517
2013,야간,화,1,1,대구,동구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,128.6295747,35.96804613
2013,주간,수,1,1,대구,수성구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,128.613466,35.82920381
2013,주간,수,1,1,경북,포항시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,129.3621742,36.03703162
2013,야간,일,1,1,울산,울주군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,129.2546987,35.55835719
2013,주간,일,1,3,전북,전주시,차대차,정면충돌,정면충돌,운전자법규위반,과속,127.1292099,35.88727339
2013,야간,월,1,1,서울,강서구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.7996846,37.57906919
2013,야간,일,1,2,경북,구미시,차대차,기타,기타,운전자법규위반,중앙선 침범,128.3128597,36.12939222
2013,주간,금,1,1,전북,완주군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.0706726,35.90238762
2013,야간,토,1,22,경기,광주시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,127.2005011,37.34040746
2013,야간,일,1,2,경남,김해시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,128.7638505,35.27528505
2013,주간,월,1,1,부산,사하구,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,128.9859165,35.08328662
2013,주간,토,1,1,전남,나주시,차대사람,횡단중,횡단중,운전자법규위반,신호위반,126.7448793,35.03541485
2013,야간,토,1,1,충북,증평군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.5735985,36.78375542
2013,주간,월,1,2,경북,예천군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,128.456183,36.6553494
2013,야간,토,1,1,광주,서구,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,126.8473651,35.15077906
2013,주간,월,1,1,충남,예산군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,126.5904986,36.62740002
2013,주간,월,1,1,서울,광진구,차대사람,횡단중,횡단중,운전자법규위반,과속,127.074379,37.55927868
2013,야간,토,3,4,경북,구미시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,128.3531529,36.17219664
2013,야간,화,1,1,경기,양평군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,중앙선 침범,127.5319234,37.49240327
2013,주간,수,1,1,경기,포천시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.2091622,37.9012911
2013,야간,일,1,1,경기,성남시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.1360556,37.44665248
2013,야간,월,1,1,충북,제천시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,128.2326149,37.11427076
2013,주간,금,1,1,경북,고령군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,128.249945,35.69698866
2013,야간,목,1,1,경남,거제시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,128.6035294,34.82335428
2013,야간,화,1,1,전북,완주군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.2154352,35.76207563
2013,주간,화,1,1,충북,청원군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,127.6120789,36.71064594
2013,야간,일,1,1,경북,포항시,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,129.2302525,36.06186044
2013,야간,월,1,1,대구,동구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,128.6341886,35.87492652
2013,주간,월,1,3,경기,포천시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,127.3201922,37.96102588
2013,야간,토,1,1,경남,창원시(통합),차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,128.5627757,35.21210123
2013,야간,수,1,1,인천,부평구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,126.7370286,37.50846651
2013,주간,수,1,1,경기,안성시,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,127.4808877,37.11372025
2013,주간,목,1,1,경남,남해군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,127.9892448,34.89230172
2013,주간,월,1,2,제주,서귀포시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,126.3553136,33.33560532
2013,주간,화,4,5,경북,군위군,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,128.5723347,36.25954871
2013,주간,화,1,1,경북,예천군,차대차,추돌,진행중 추돌,운전자법규위반,과속,128.4384966,36.63247576
2013,야간,일,1,2,전남,무안군,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,126.4268451,35.01521947
2013,주간,일,1,1,경기,여주시,차량단독,도로이탈,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,127.6159344,37.34937408
2013,주간,토,1,1,강원,춘천시,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,127.7280432,37.83266867
2013,주간,일,1,1,울산,울주군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,129.1544841,35.62404474
2013,주간,토,1,1,울산,동구,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,129.4148648,35.53464373
2013,주간,토,1,2,경남,창원시(통합),차대사람,보도통행중,보도통행중,운전자법규위반,과속,128.6583562,35.16557369
2013,주간,일,1,2,경기,화성시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,126.8306455,37.08058045
2013,야간,토,1,1,경기,화성시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,126.7887609,37.22348814
2013,주간,금,1,1,울산,북구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,129.3585768,35.58831677
2013,주간,목,1,3,경남,남해군,차대차,추돌,진행중 추돌,운전자법규위반,안전거리 미확보,127.8773712,34.89204222
2013,야간,금,1,1,충남,예산군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,126.8153698,36.76508959
2013,주간,토,1,1,부산,서구,차대사람,횡단중,횡단중,운전자법규위반,신호위반,129.0138875,35.11361377
2013,주간,수,1,1,강원,고성군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,128.5379238,38.2939963
2013,주간,월,1,1,경기,성남시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,127.1289855,37.43377695
2013,야간,목,1,1,경북,포항시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,129.3811975,36.00343537
2013,주간,화,1,1,경기,수원시,차대사람,보도통행중,보도통행중,운전자법규위반,기타(운전자법규위반),127.0038116,37.26167123
2013,야간,수,1,1,강원,영월군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,128.2748358,37.28526647
2013,주간,목,1,1,경기,양주시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,126.9814355,37.82453738
2013,야간,수,1,1,충북,청주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,127.4727804,36.61661567
2013,주간,토,1,2,충남,태안군,차대차,기타,기타,운전자법규위반,중앙선 침범,126.2603107,36.75015316
2013,주간,화,1,1,전남,진도군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,126.2555407,34.3903919
2013,야간,일,2,2,전남,광양시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.715062,34.93199772
2013,야간,목,1,2,서울,마포구,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,126.8726564,37.57058333
2013,주간,목,1,1,인천,강화군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,126.4988568,37.74105614
2013,주간,목,1,1,경기,파주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,126.8313709,37.93117023
2013,주간,목,1,3,경기,평택시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,126.8478477,36.99513144
2013,야간,목,1,1,대전,유성구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.315509,36.30255641
2013,야간,목,1,1,광주,북구,차대사람,기타,기타,운전자법규위반,신호위반,126.9067969,35.18406529
2013,야간,토,1,1,전남,나주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,126.820824,34.99791935
2013,주간,토,1,1,경남,거제시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,128.7033751,34.90090918
2013,야간,토,1,1,강원,원주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.9559276,37.34078238
2013,주간,화,1,1,충남,금산군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,127.4708609,36.18759337
2013,야간,일,1,1,서울,중구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,126.9924843,37.55763007
2013,야간,금,1,1,경북,경주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,129.1885002,35.74656645
2013,야간,토,1,1,충남,서산시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,126.5966783,36.81430025
2013,주간,토,1,1,충남,당진시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,126.637145,36.88772532
2013,야간,토,1,1,전북,익산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.9574638,35.94120294
2013,야간,월,1,1,경북,의성군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,128.4644687,36.36876539
2013,주간,금,1,1,경북,성주군,차대차,기타,기타,운전자법규위반,안전거리 미확보,128.3518117,35.85391895
2013,주간,화,1,1,경기,김포시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,126.7958,37.58508504
2013,주간,수,1,1,충남,논산시,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,127.1237681,36.24446185
2013,야간,화,1,12,충남,보령시,차대차,기타,기타,운전자법규위반,중앙선 침범,126.584281,36.33896658
2013,주간,목,1,1,경기,평택시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,127.022693,37.00725825
2013,야간,목,1,2,경기,시흥시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,126.7560792,37.33971857
2013,주간,월,1,5,경기,파주시,차대사람,횡단중,횡단중,운전자법규위반,신호위반,126.7796326,37.86209657
2013,야간,목,1,2,경북,울진군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,129.3432381,36.72124173
2013,야간,월,1,1,강원,춘천시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.7305297,37.86847292
2013,주간,월,1,3,경북,봉화군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,128.996451,36.95614028
2013,야간,수,1,2,경남,진주시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,128.0951313,35.12248201
2013,주간,월,1,1,서울,성동구,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,127.0504684,37.54005436
2013,주간,일,1,1,전북,군산시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,126.6850747,35.96963371
2013,야간,월,1,1,부산,강서구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,128.9137855,35.16131989
2013,야간,금,1,4,경기,시흥시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,126.7182087,37.31858061
2013,야간,일,1,2,부산,기장군,차대차,기타,기타,운전자법규위반,중앙선 침범,129.2505318,35.31394358
2013,야간,토,1,1,전북,김제시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,126.9671411,35.89351588
2013,주간,토,1,1,경기,여주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.6714561,37.17232534
2013,야간,목,1,4,부산,강서구,차대차,추돌,주정차중 추돌,운전자법규위반,차로위반(진로변경 위반),128.9238463,35.11364112
2013,주간,화,1,2,경기,용인시,차대차,정면충돌,정면충돌,운전자법규위반,신호위반,127.3463727,37.17371094
2013,야간,월,1,1,인천,서구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,126.661838,37.58280372
